NM_MUNICIP,CD_GEOCMU,CONT
MARILÂNDIA,3203353,3144
MIMOSO DO SUL,3203403,3145
MONTANHA,3203502,3146
MUCURICI,3203601,3147
MUNIZ FREIRE,3203700,3148
MUQUI,3203809,3149
NOVA VENÉCIA,3203908,3150
PANCAS,3204005,3151
PEDRO CANÁRIO,3204054,3152
PINHEIROS,3204104,3153
PIÚMA,3204203,3154
PONTO BELO,3204252,3155
PRESIDENTE KENNEDY,3204302,3156
RIO BANANAL,3204351,3157
RIO NOVO DO SUL,3204401,3158
SANTA LEOPOLDINA,3204500,3159
SANTA MARIA DE JETIBÁ,3204559,3160
SANTA TERESA,3204609,3161
SÃO DOMINGOS DO NORTE,3204658,3162
SÃO GABRIEL DA PALHA,3204708,3163
SÃO JOSÉ DO CALÇADO,3204807,3164
SÃO MATEUS,3204906,3165
SÃO ROQUE DO CANAÃ,3204955,3166
SERRA,3205002,3167
SOORETAMA,3205010,3168
VARGEM ALTA,3205036,3169
VENDA NOVA DO IMIGRANTE,3205069,3170
VIANA,3205101,3171
VILA PAVÃO,3205150,3172
VILA VALÉRIO,3205176,3173
VILA VELHA,3205200,3174
VITÓRIA,3205309,3175
ANGRA DOS REIS,3300100,3176
APERIBÉ,3300159,3177
ARARUAMA,3300209,3178
AREAL,3300225,3179
ARMAÇÃO DOS BÚZIOS,3300233,3180
ARRAIAL DO CABO,3300258,3181
BARRA DO PIRAÍ,3300308,3182
BARRA MANSA,3300407,3183
BELFORD ROXO,3300456,3184
BOM JARDIM,3300506,3185
BOM JESUS DO ITABAPOANA,3300605,3186
CABO FRIO,3300704,3187
CACHOEIRAS DE MACACU,3300803,3188
CAMBUCI,3300902,3189
CARAPEBUS,3300936,3190
COMENDADOR LEVY GASPARIAN,3300951,3191
CAMPOS DOS GOYTACAZES,3301009,3192
CANTAGALO,3301108,3193
CARDOSO MOREIRA,3301157,3194
CARMO,3301207,3195
CASIMIRO DE ABREU,3301306,3196
CONCEIÇÃO DE MACABU,3301405,3197
CORDEIRO,3301504,3198
DUAS BARRAS,3301603,3199
DUQUE DE CAXIAS,3301702,3200
ENGENHEIRO PAULO DE FRONTIN,3301801,3201
GUAPIMIRIM,3301850,3202
IGUABA GRANDE,3301876,3203
ITABORAÍ,3301900,3204
ITAGUAÍ,3302007,3205
ITALVA,3302056,3206
ITAOCARA,3302106,3207
ITAPERUNA,3302205,3208
ITATIAIA,3302254,3209
JAPERI,3302270,3210
LAJE DO MURIAÉ,3302304,3211
MACAÉ,3302403,3212
MACUCO,3302452,3213
MAGÉ,3302502,3214
MANGARATIBA,3302601,3215
MARICÁ,3302700,3216
MENDES,3302809,3217
MESQUITA,3302858,3218
MIGUEL PEREIRA,3302908,3219
MIRACEMA,3303005,3220
NATIVIDADE,3303104,3221
NILÓPOLIS,3303203,3222
NITERÓI,3303302,3223
NOVA FRIBURGO,3303401,3224
NOVA IGUAÇU,3303500,3225
PARACAMBI,3303609,3226
PARAÍBA DO SUL,3303708,3227
PARATY,3303807,3228
PATY DO ALFERES,3303856,3229
PETRÓPOLIS,3303906,3230
PINHEIRAL,3303955,3231
PIRAÍ,3304003,3232
PORCIÚNCULA,3304102,3233
PORTO REAL,3304110,3234
QUATIS,3304128,3235
QUEIMADOS,3304144,3236
QUISSAMÃ,3304151,3237
RESENDE,3304201,3238
RIO BONITO,3304300,3239
RIO CLARO,3304409,3240
RIO DAS FLORES,3304508,3241
RIO DAS OSTRAS,3304524,3242
RIO DE JANEIRO,3304557,3243
SANTA MARIA MADALENA,3304607,3244
SANTO ANTÔNIO DE PÁDUA,3304706,3245
SÃO FRANCISCO DE ITABAPOANA,3304755,3246
SÃO FIDÉLIS,3304805,3247
SÃO GONÇALO,3304904,3248
SÃO JOÃO DA BARRA,3305000,3249
SÃO JOÃO DE MERITI,3305109,3250
SÃO JOSÉ DE UBÁ,3305133,3251
SÃO JOSÉ DO VALE DO RIO PRETO,3305158,3252
SÃO PEDRO DA ALDEIA,3305208,3253
SÃO SEBASTIÃO DO ALTO,3305307,3254
SAPUCAIA,3305406,3255
SAQUAREMA,3305505,3256
SEROPÉDICA,3305554,3257
SILVA JARDIM,3305604,3258
SUMIDOURO,3305703,3259
TANGUÁ,3305752,3260
TERESÓPOLIS,3305802,3261
TRAJANO DE MORAES,3305901,3262
TRÊS RIOS,3306008,3263
VALENÇA,3306107,3264
VARRE-SAI,3306156,3265
VASSOURAS,3306206,3266
VOLTA REDONDA,3306305,3267
ADAMANTINA,3500105,3268
ADOLFO,3500204,3269
AGUAÍ,3500303,3270
ÁGUAS DA PRATA,3500402,3271
ÁGUAS DE LINDÓIA,3500501,3272
ÁGUAS DE SANTA BÁRBARA,3500550,3273
ÁGUAS DE SÃO PEDRO,3500600,3274
AGUDOS,3500709,3275
ALAMBARI,3500758,3276
ALFREDO MARCONDES,3500808,3277
ALTAIR,3500907,3278
ALTINÓPOLIS,3501004,3279
ALTO ALEGRE,3501103,3280
ALUMÍNIO,3501152,3281
ÁLVARES FLORENCE,3501202,3282
ÁLVARES MACHADO,3501301,3283
ÁLVARO DE CARVALHO,3501400,3284
ALVINLÂNDIA,3501509,3285
AMERICANA,3501608,3286
AMÉRICO BRASILIENSE,3501707,3287
AMÉRICO DE CAMPOS,3501806,3288
AMPARO,3501905,3289
ANALÂNDIA,3502002,3290
ANDRADINA,3502101,3291
ANGATUBA,3502200,3292
ANHEMBI,3502309,3293
ANHUMAS,3502408,3294
APARECIDA,3502507,3295
APARECIDA D'OESTE,3502606,3296
APIAÍ,3502705,3297
ARAÇARIGUAMA,3502754,3298
ARAÇATUBA,3502804,3299
ARAÇOIABA DA SERRA,3502903,3300
ARAMINA,3503000,3301
ARANDU,3503109,3302
ARAPEÍ,3503158,3303
ARARAQUARA,3503208,3304
ARARAS,3503307,3305
ARCO-ÍRIS,3503356,3306
AREALVA,3503406,3307
AREIAS,3503505,3308
AREIÓPOLIS,3503604,3309
ARIRANHA,3503703,3310
ARTUR NOGUEIRA,3503802,3311
ARUJÁ,3503901,3312
ASPÁSIA,3503950,3313
ASSIS,3504008,3314
ATIBAIA,3504107,3315
AURIFLAMA,3504206,3316
AVAÍ,3504305,3317
AVANHANDAVA,3504404,3318
AVARÉ,3504503,3319
BADY BASSITT,3504602,3320
BALBINOS,3504701,3321
BÁLSAMO,3504800,3322
BANANAL,3504909,3323
BARÃO DE ANTONINA,3505005,3324
BARBOSA,3505104,3325
BARIRI,3505203,3326
BARRA BONITA,3505302,3327
BARRA DO CHAPÉU,3505351,3328
BARRA DO TURVO,3505401,3329
BARRETOS,3505500,3330
BARRINHA,3505609,3331
BARUERI,3505708,3332
BASTOS,3505807,3333
BATATAIS,3505906,3334
BAURU,3506003,3335
BEBEDOURO,3506102,3336
BENTO DE ABREU,3506201,3337
BERNARDINO DE CAMPOS,3506300,3338
BERTIOGA,3506359,3339
BILAC,3506409,3340
BIRIGUI,3506508,3341
BIRITIBA MIRIM,3506607,3342
BOA ESPERANÇA DO SUL,3506706,3343
BOCAINA,3506805,3344
BOFETE,3506904,3345
BOITUVA,3507001,3346
BOM JESUS DOS PERDÕES,3507100,3347
BOM SUCESSO DE ITARARÉ,3507159,3348
BORÁ,3507209,3349
BORACÉIA,3507308,3350
BORBOREMA,3507407,3351
BOREBI,3507456,3352
BOTUCATU,3507506,3353
BRAGANÇA PAULISTA,3507605,3354
BRAÚNA,3507704,3355
BREJO ALEGRE,3507753,3356
BRODOWSKI,3507803,3357
BROTAS,3507902,3358
BURI,3508009,3359
BURITAMA,3508108,3360
BURITIZAL,3508207,3361
CABRÁLIA PAULISTA,3508306,3362
CABREÚVA,3508405,3363
CAÇAPAVA,3508504,3364
CACHOEIRA PAULISTA,3508603,3365
CACONDE,3508702,3366
CAFELÂNDIA,3508801,3367
CAIABU,3508900,3368
CAIEIRAS,3509007,3369
CAIUÁ,3509106,3370
CAJAMAR,3509205,3371
CAJATI,3509254,3372
CAJOBI,3509304,3373
CAJURU,3509403,3374
CAMPINA DO MONTE ALEGRE,3509452,3375
CAMPINAS,3509502,3376
CAMPO LIMPO PAULISTA,3509601,3377
CAMPOS DO JORDÃO,3509700,3378
CAMPOS NOVOS PAULISTA,3509809,3379
CANANÉIA,3509908,3380
CANAS,3509957,3381
CÂNDIDO MOTA,3510005,3382
CÂNDIDO RODRIGUES,3510104,3383
CANITAR,3510153,3384
CAPÃO BONITO,3510203,3385
CAPELA DO ALTO,3510302,3386
CAPIVARI,3510401,3387
CARAGUATATUBA,3510500,3388
CARAPICUÍBA,3510609,3389
CARDOSO,3510708,3390
CASA BRANCA,3510807,3391
CÁSSIA DOS COQUEIROS,3510906,3392
CASTILHO,3511003,3393
CATANDUVA,3511102,3394
CATIGUÁ,3511201,3395
CEDRAL,3511300,3396
CERQUEIRA CÉSAR,3511409,3397
CERQUILHO,3511508,3398
CESÁRIO LANGE,3511607,3399
CHARQUEADA,3511706,3400
CLEMENTINA,3511904,3401
COLINA,3512001,3402
COLÔMBIA,3512100,3403
CONCHAL,3512209,3404
CONCHAS,3512308,3405
CORDEIRÓPOLIS,3512407,3406
COROADOS,3512506,3407
CORONEL MACEDO,3512605,3408
CORUMBATAÍ,3512704,3409
COSMÓPOLIS,3512803,3410
COSMORAMA,3512902,3411
COTIA,3513009,3412
CRAVINHOS,3513108,3413
CRISTAIS PAULISTA,3513207,3414
CRUZÁLIA,3513306,3415
CRUZEIRO,3513405,3416
CUBATÃO,3513504,3417
CUNHA,3513603,3418
DESCALVADO,3513702,3419
DIADEMA,3513801,3420
DIRCE REIS,3513850,3421
DIVINOLÂNDIA,3513900,3422
DOBRADA,3514007,3423
DOIS CÓRREGOS,3514106,3424
DOLCINÓPOLIS,3514205,3425
DOURADO,3514304,3426
DRACENA,3514403,3427
DUARTINA,3514502,3428
DUMONT,3514601,3429
ECHAPORÃ,3514700,3430
ELDORADO,3514809,3431
ELIAS FAUSTO,3514908,3432
ELISIÁRIO,3514924,3433
EMBAÚBA,3514957,3434
EMBU DAS ARTES,3515004,3435
EMBU-GUAÇU,3515103,3436
EMILIANÓPOLIS,3515129,3437
ENGENHEIRO COELHO,3515152,3438
ESPÍRITO SANTO DO PINHAL,3515186,3439
ESPÍRITO SANTO DO TURVO,3515194,3440
ESTRELA D'OESTE,3515202,3441
ESTRELA DO NORTE,3515301,3442
EUCLIDES DA CUNHA PAULISTA,3515350,3443
FARTURA,3515400,3444
FERNANDÓPOLIS,3515509,3445
FERNANDO PRESTES,3515608,3446
FERNÃO,3515657,3447
FERRAZ DE VASCONCELOS,3515707,3448
FLORA RICA,3515806,3449
FLOREAL,3515905,3450
FLÓRIDA PAULISTA,3516002,3451
FLORÍNEA,3516101,3452
FRANCA,3516200,3453
FRANCISCO MORATO,3516309,3454
FRANCO DA ROCHA,3516408,3455
GABRIEL MONTEIRO,3516507,3456
GÁLIA,3516606,3457
GARÇA,3516705,3458
GASTÃO VIDIGAL,3516804,3459
GAVIÃO PEIXOTO,3516853,3460
GENERAL SALGADO,3516903,3461
GETULINA,3517000,3462
GLICÉRIO,3517109,3463
GUAIÇARA,3517208,3464
GUAIMBÊ,3517307,3465
GUAÍRA,3517406,3466
GUAPIAÇU,3517505,3467
GUAPIARA,3517604,3468
GUARÁ,3517703,3469
GUARAÇAÍ,3517802,3470
GUARACI,3517901,3471
GUARANI D'OESTE,3518008,3472
GUARANTÃ,3518107,3473
GUARARAPES,3518206,3474
GUARAREMA,3518305,3475
GUARATINGUETÁ,3518404,3476
GUAREÍ,3518503,3477
GUARIBA,3518602,3478
GUARUJÁ,3518701,3479
GUARULHOS,3518800,3480
GUATAPARÁ,3518859,3481
GUZOLÂNDIA,3518909,3482
HERCULÂNDIA,3519006,3483
HOLAMBRA,3519055,3484
HORTOLÂNDIA,3519071,3485
IACANGA,3519105,3486
IACRI,3519204,3487
IARAS,3519253,3488
IBATÉ,3519303,3489
IBIRÁ,3519402,3490
IBIRAREMA,3519501,3491
IBITINGA,3519600,3492
IBIÚNA,3519709,3493
ICÉM,3519808,3494
IEPÊ,3519907,3495
IGARAÇU DO TIETÊ,3520004,3496
IGARAPAVA,3520103,3497
IGARATÁ,3520202,3498
IGUAPE,3520301,3499
ILHABELA,3520400,3500
ILHA COMPRIDA,3520426,3501
ILHA SOLTEIRA,3520442,3502
INDAIATUBA,3520509,3503
INDIANA,3520608,3504
INDIAPORÃ,3520707,3505
INÚBIA PAULISTA,3520806,3506
IPAUSSU,3520905,3507
IPERÓ,3521002,3508
IPEÚNA,3521101,3509
IPIGUÁ,3521150,3510
IPORANGA,3521200,3511
IPUÃ,3521309,3512
IRACEMÁPOLIS,3521408,3513
IRAPUÃ,3521507,3514
IRAPURU,3521606,3515
ITABERÁ,3521705,3516
ITAÍ,3521804,3517
ITAJOBI,3521903,3518
ITAJU,3522000,3519
ITANHAÉM,3522109,3520
ITAOCA,3522158,3521
ITAPECERICA DA SERRA,3522208,3522
ITAPETININGA,3522307,3523
ITAPEVA,3522406,3524
ITAPEVI,3522505,3525
ITAPIRA,3522604,3526
ITAPIRAPUÃ PAULISTA,3522653,3527
ITÁPOLIS,3522703,3528
ITAPORANGA,3522802,3529
ITAPUÍ,3522901,3530
ITAPURA,3523008,3531
ITAQUAQUECETUBA,3523107,3532
ITARARÉ,3523206,3533
ITARIRI,3523305,3534
ITATIBA,3523404,3535
ITATINGA,3523503,3536
ITIRAPINA,3523602,3537
ITIRAPUÃ,3523701,3538
ITOBI,3523800,3539
ITU,3523909,3540
ITUPEVA,3524006,3541
ITUVERAVA,3524105,3542
JABORANDI,3524204,3543
JABOTICABAL,3524303,3544
JACAREÍ,3524402,3545
JACI,3524501,3546
JACUPIRANGA,3524600,3547
JAGUARIÚNA,3524709,3548
JALES,3524808,3549
JAMBEIRO,3524907,3550
JANDIRA,3525003,3551
JARDINÓPOLIS,3525102,3552
JARINU,3525201,3553
JAÚ,3525300,3554
JERIQUARA,3525409,3555
JOANÓPOLIS,3525508,3556
JOÃO RAMALHO,3525607,3557
JOSÉ BONIFÁCIO,3525706,3558
JÚLIO MESQUITA,3525805,3559
JUMIRIM,3525854,3560
JUNDIAÍ,3525904,3561
JUNQUEIRÓPOLIS,3526001,3562
JUQUIÁ,3526100,3563
JUQUITIBA,3526209,3564
LAGOINHA,3526308,3565
LARANJAL PAULISTA,3526407,3566
LAVÍNIA,3526506,3567
LAVRINHAS,3526605,3568
LEME,3526704,3569
LENÇÓIS PAULISTA,3526803,3570
LIMEIRA,3526902,3571
LINDÓIA,3527009,3572
LINS,3527108,3573
LORENA,3527207,3574
LOURDES,3527256,3575
LOUVEIRA,3527306,3576
LUCÉLIA,3527405,3577
LUCIANÓPOLIS,3527504,3578
LUÍS ANTÔNIO,3527603,3579
LUIZIÂNIA,3527702,3580
LUPÉRCIO,3527801,3581
LUTÉCIA,3527900,3582
MACATUBA,3528007,3583
MACAUBAL,3528106,3584
MACEDÔNIA,3528205,3585
MAGDA,3528304,3586
MAIRINQUE,3528403,3587
MAIRIPORÃ,3528502,3588
MANDURI,3528601,3589
MARABÁ PAULISTA,3528700,3590
MARACAÍ,3528809,3591
MARAPOAMA,3528858,3592
MARIÁPOLIS,3528908,3593
MARÍLIA,3529005,3594
MARINÓPOLIS,3529104,3595
MARTINÓPOLIS,3529203,3596
MATÃO,3529302,3597
MAUÁ,3529401,3598
MENDONÇA,3529500,3599
MERIDIANO,3529609,3600
MESÓPOLIS,3529658,3601
MIGUELÓPOLIS,3529708,3602
MINEIROS DO TIETÊ,3529807,3603
MIRACATU,3529906,3604
MIRA ESTRELA,3530003,3605
MIRANDÓPOLIS,3530102,3606
MIRANTE DO PARANAPANEMA,3530201,3607
MIRASSOL,3530300,3608
MIRASSOLÂNDIA,3530409,3609
MOCOCA,3530508,3610
MOGI DAS CRUZES,3530607,3611
MOGI GUAÇU,3530706,3612
MOGI MIRIM,3530805,3613
MOMBUCA,3530904,3614
MONÇÕES,3531001,3615
MONGAGUÁ,3531100,3616
MONTE ALEGRE DO SUL,3531209,3617
MONTE ALTO,3531308,3618
MONTE APRAZÍVEL,3531407,3619
MONTE AZUL PAULISTA,3531506,3620
MONTE CASTELO,3531605,3621
MONTEIRO LOBATO,3531704,3622
MONTE MOR,3531803,3623
MORRO AGUDO,3531902,3624
MORUNGABA,3532009,3625
MOTUCA,3532058,3626
MURUTINGA DO SUL,3532108,3627
NANTES,3532157,3628
NARANDIBA,3532207,3629
NATIVIDADE DA SERRA,3532306,3630
NAZARÉ PAULISTA,3532405,3631
NEVES PAULISTA,3532504,3632
NHANDEARA,3532603,3633
NIPOÃ,3532702,3634
NOVA ALIANÇA,3532801,3635
NOVA CAMPINA,3532827,3636
NOVA CANAÃ PAULISTA,3532843,3637
NOVA CASTILHO,3532868,3638
NOVA EUROPA,3532900,3639
NOVA GRANADA,3533007,3640
NOVA GUATAPORANGA,3533106,3641
NOVA INDEPENDÊNCIA,3533205,3642
NOVAIS,3533254,3643
NOVA LUZITÂNIA,3533304,3644
NOVA ODESSA,3533403,3645
NOVO HORIZONTE,3533502,3646
NUPORANGA,3533601,3647
OCAUÇU,3533700,3648
ÓLEO,3533809,3649
OLÍMPIA,3533908,3650
ONDA VERDE,3534005,3651
ORIENTE,3534104,3652
ORINDIÚVA,3534203,3653
ORLÂNDIA,3534302,3654
OSASCO,3534401,3655
OSCAR BRESSANE,3534500,3656
OSVALDO CRUZ,3534609,3657
OURINHOS,3534708,3658
OUROESTE,3534757,3659
OURO VERDE,3534807,3660
PACAEMBU,3534906,3661
PALESTINA,3535002,3662
PALMARES PAULISTA,3535101,3663
PALMEIRA D'OESTE,3535200,3664
PALMITAL,3535309,3665
PANORAMA,3535408,3666
PARAGUAÇU PAULISTA,3535507,3667
PARAIBUNA,3535606,3668
PARAÍSO,3535705,3669
PARANAPANEMA,3535804,3670
PARANAPUÃ,3535903,3671
PARAPUÃ,3536000,3672
PARDINHO,3536109,3673
PARIQUERA-AÇU,3536208,3674
PARISI,3536257,3675
PATROCÍNIO PAULISTA,3536307,3676
PAULICÉIA,3536406,3677
PAULÍNIA,3536505,3678
PAULISTÂNIA,3536570,3679
PAULO DE FARIA,3536604,3680
PEDERNEIRAS,3536703,3681
PEDRA BELA,3536802,3682
PEDRANÓPOLIS,3536901,3683
PEDREGULHO,3537008,3684
PEDREIRA,3537107,3685
PEDRINHAS PAULISTA,3537156,3686
PEDRO DE TOLEDO,3537206,3687
PENÁPOLIS,3537305,3688
PEREIRA BARRETO,3537404,3689
PEREIRAS,3537503,3690
PERUÍBE,3537602,3691
PIACATU,3537701,3692
PIEDADE,3537800,3693
PILAR DO SUL,3537909,3694
PINDAMONHANGABA,3538006,3695
PINDORAMA,3538105,3696
PINHALZINHO,3538204,3697
PIQUEROBI,3538303,3698
PIQUETE,3538501,3699
PIRACAIA,3538600,3700
PIRACICABA,3538709,3701
PIRAJU,3538808,3702
PIRAJUÍ,3538907,3703
PIRANGI,3539004,3704
PIRAPORA DO BOM JESUS,3539103,3705
PIRAPOZINHO,3539202,3706
PIRASSUNUNGA,3539301,3707
PIRATININGA,3539400,3708
PITANGUEIRAS,3539509,3709
PLANALTO,3539608,3710
PLATINA,3539707,3711
POÁ,3539806,3712
POLONI,3539905,3713
POMPÉIA,3540002,3714
PONGAÍ,3540101,3715
PONTAL,3540200,3716
PONTALINDA,3540259,3717
PONTES GESTAL,3540309,3718
POPULINA,3540408,3719
PORANGABA,3540507,3720
PORTO FELIZ,3540606,3721
PORTO FERREIRA,3540705,3722
POTIM,3540754,3723
POTIRENDABA,3540804,3724
PRACINHA,3540853,3725
PRADÓPOLIS,3540903,3726
PRAIA GRANDE,3541000,3727
PRATÂNIA,3541059,3728
PRESIDENTE ALVES,3541109,3729
PRESIDENTE BERNARDES,3541208,3730
PRESIDENTE EPITÁCIO,3541307,3731
PRESIDENTE PRUDENTE,3541406,3732
PRESIDENTE VENCESLAU,3541505,3733
PROMISSÃO,3541604,3734
QUADRA,3541653,3735
QUATÁ,3541703,3736
QUEIROZ,3541802,3737
QUELUZ,3541901,3738
QUINTANA,3542008,3739
RAFARD,3542107,3740
RANCHARIA,3542206,3741
REDENÇÃO DA SERRA,3542305,3742
REGENTE FEIJÓ,3542404,3743
REGINÓPOLIS,3542503,3744
REGISTRO,3542602,3745
RESTINGA,3542701,3746
RIBEIRA,3542800,3747
RIBEIRÃO BONITO,3542909,3748
RIBEIRÃO BRANCO,3543006,3749
RIBEIRÃO CORRENTE,3543105,3750
RIBEIRÃO DO SUL,3543204,3751
RIBEIRÃO DOS ÍNDIOS,3543238,3752
RIBEIRÃO GRANDE,3543253,3753
RIBEIRÃO PIRES,3543303,3754
RIBEIRÃO PRETO,3543402,3755
RIVERSUL,3543501,3756
RIFAINA,3543600,3757
RINCÃO,3543709,3758
RINÓPOLIS,3543808,3759
RIO CLARO,3543907,3760
RIO DAS PEDRAS,3544004,3761
RIO GRANDE DA SERRA,3544103,3762
RIOLÂNDIA,3544202,3763
ROSANA,3544251,3764
ROSEIRA,3544301,3765
RUBIÁCEA,3544400,3766
RUBINÉIA,3544509,3767
SABINO,3544608,3768
SAGRES,3544707,3769
SALES,3544806,3770
SALES OLIVEIRA,3544905,3771
SALESÓPOLIS,3545001,3772
SALMOURÃO,3545100,3773
SALTINHO,3545159,3774
SALTO,3545209,3775
SALTO DE PIRAPORA,3545308,3776
SALTO GRANDE,3545407,3777
SANDOVALINA,3545506,3778
SANTA ADÉLIA,3545605,3779
SANTA ALBERTINA,3545704,3780
SANTA BÁRBARA D'OESTE,3545803,3781
SANTA BRANCA,3546009,3782
SANTA CLARA D'OESTE,3546108,3783
SANTA CRUZ DA CONCEIÇÃO,3546207,3784
SANTA CRUZ DA ESPERANÇA,3546256,3785
SANTA CRUZ DAS PALMEIRAS,3546306,3786
SANTA CRUZ DO RIO PARDO,3546405,3787
SANTA ERNESTINA,3546504,3788
SANTA FÉ DO SUL,3546603,3789
SANTA GERTRUDES,3546702,3790
SANTA ISABEL,3546801,3791
SANTA LÚCIA,3546900,3792
SANTA MARIA DA SERRA,3547007,3793
SANTA MERCEDES,3547106,3794
SANTANA DA PONTE PENSA,3547205,3795
SANTANA DE PARNAÍBA,3547304,3796
SANTA RITA D'OESTE,3547403,3797
SANTA RITA DO PASSA QUATRO,3547502,3798
SANTA ROSA DE VITERBO,3547601,3799
SANTA SALETE,3547650,3800
SANTO ANASTÁCIO,3547700,3801
SANTO ANDRÉ,3547809,3802
SANTO ANTÔNIO DA ALEGRIA,3547908,3803
SANTO ANTÔNIO DE POSSE,3548005,3804
SANTO ANTÔNIO DO ARACANGUÁ,3548054,3805
SANTO ANTÔNIO DO JARDIM,3548104,3806
SANTO ANTÔNIO DO PINHAL,3548203,3807
SANTO EXPEDITO,3548302,3808
SANTÓPOLIS DO AGUAPEÍ,3548401,3809
SANTOS,3548500,3810
SÃO BENTO DO SAPUCAÍ,3548609,3811
SÃO BERNARDO DO CAMPO,3548708,3812
SÃO CAETANO DO SUL,3548807,3813
SÃO CARLOS,3548906,3814
SÃO FRANCISCO,3549003,3815
SÃO JOÃO DA BOA VISTA,3549102,3816
SÃO JOÃO DAS DUAS PONTES,3549201,3817
SÃO JOÃO DE IRACEMA,3549250,3818
SÃO JOÃO DO PAU D'ALHO,3549300,3819
SÃO JOAQUIM DA BARRA,3549409,3820
SÃO JOSÉ DA BELA VISTA,3549508,3821
SÃO JOSÉ DO BARREIRO,3549607,3822
SÃO JOSÉ DO RIO PARDO,3549706,3823
SÃO JOSÉ DO RIO PRETO,3549805,3824
SÃO JOSÉ DOS CAMPOS,3549904,3825
SÃO LOURENÇO DA SERRA,3549953,3826
SÃO LUIZ DO PARAITINGA,3550001,3827
SÃO MANUEL,3550100,3828
SÃO MIGUEL ARCANJO,3550209,3829
SÃO PAULO,3550308,3830
SÃO PEDRO,3550407,3831
SÃO PEDRO DO TURVO,3550506,3832
SÃO ROQUE,3550605,3833
SÃO SEBASTIÃO,3550704,3834
SÃO SEBASTIÃO DA GRAMA,3550803,3835
SÃO SIMÃO,3550902,3836
SÃO VICENTE,3551009,3837
SARAPUÍ,3551108,3838
SARUTAIÁ,3551207,3839
SEBASTIANÓPOLIS DO SUL,3551306,3840
SERRA AZUL,3551405,3841
SERRANA,3551504,3842
SERRA NEGRA,3551603,3843
SERTÃOZINHO,3551702,3844
SETE BARRAS,3551801,3845
SEVERÍNIA,3551900,3846
SILVEIRAS,3552007,3847
SOCORRO,3552106,3848
SOROCABA,3552205,3849
SUD MENNUCCI,3552304,3850
SUMARÉ,3552403,3851
SUZANO,3552502,3852
SUZANÁPOLIS,3552551,3853
TABAPUÃ,3552601,3854
TABATINGA,3552700,3855
TABOÃO DA SERRA,3552809,3856
TACIBA,3552908,3857
TAGUAÍ,3553005,3858
TAIAÇU,3553104,3859
TAIÚVA,3553203,3860
TAMBAÚ,3553302,3861
TANABI,3553401,3862
TAPIRAÍ,3553500,3863
TAPIRATIBA,3553609,3864
TAQUARAL,3553658,3865
TAQUARITINGA,3553708,3866
TAQUARITUBA,3553807,3867
TAQUARIVAÍ,3553856,3868
TARABAI,3553906,3869
TARUMÃ,3553955,3870
TATUÍ,3554003,3871
TAUBATÉ,3554102,3872
TEJUPÁ,3554201,3873
TEODORO SAMPAIO,3554300,3874
TERRA ROXA,3554409,3875
TIETÊ,3554508,3876
TIMBURI,3554607,3877
TORRE DE PEDRA,3554656,3878
TORRINHA,3554706,3879
TRABIJU,3554755,3880
TREMEMBÉ,3554805,3881
TRÊS FRONTEIRAS,3554904,3882
TUIUTI,3554953,3883
TUPÃ,3555000,3884
TUPI PAULISTA,3555109,3885
TURIÚBA,3555208,3886
TURMALINA,3555307,3887
UBARANA,3555356,3888
UBATUBA,3555406,3889
UBIRAJARA,3555505,3890
UCHOA,3555604,3891
UNIÃO PAULISTA,3555703,3892
URÂNIA,3555802,3893
URU,3555901,3894
URUPÊS,3556008,3895
VALENTIM GENTIL,3556107,3896
VALINHOS,3556206,3897
VALPARAÍSO,3556305,3898
VARGEM,3556354,3899
VARGEM GRANDE DO SUL,3556404,3900
VARGEM GRANDE PAULISTA,3556453,3901
VÁRZEA PAULISTA,3556503,3902
VERA CRUZ,3556602,3903
VINHEDO,3556701,3904
VIRADOURO,3556800,3905
VISTA ALEGRE DO ALTO,3556909,3906
VITÓRIA BRASIL,3556958,3907
VOTORANTIM,3557006,3908
VOTUPORANGA,3557105,3909
ZACARIAS,3557154,3910
CHAVANTES,3557204,3911
ESTIVA GERBI,3557303,3912
ABATIÁ,4100103,3913
ADRIANÓPOLIS,4100202,3914
AGUDOS DO SUL,4100301,3915
ALMIRANTE TAMANDARÉ,4100400,3916
ALTAMIRA DO PARANÁ,4100459,3917
ALTÔNIA,4100509,3918
ALTO PARANÁ,4100608,3919
ALTO PIQUIRI,4100707,3920
ALVORADA DO SUL,4100806,3921
AMAPORÃ,4100905,3922
AMPÉRE,4101002,3923
ANAHY,4101051,3924
ANDIRÁ,4101101,3925
ÂNGULO,4101150,3926
ANTONINA,4101200,3927
ANTÔNIO OLINTO,4101309,3928
APUCARANA,4101408,3929
ARAPONGAS,4101507,3930
ARAPOTI,4101606,3931
ARAPUÃ,4101655,3932
ARARUNA,4101705,3933
ARAUCÁRIA,4101804,3934
ARIRANHA DO IVAÍ,4101853,3935
ASSAÍ,4101903,3936
ASSIS CHATEAUBRIAND,4102000,3937
ASTORGA,4102109,3938
ATALAIA,4102208,3939
BALSA NOVA,4102307,3940
BANDEIRANTES,4102406,3941
BARBOSA FERRAZ,4102505,3942
BARRACÃO,4102604,3943
BARRA DO JACARÉ,4102703,3944
BELA VISTA DA CAROBA,4102752,3945
BELA VISTA DO PARAÍSO,4102802,3946
BITURUNA,4102901,3947
BOA ESPERANÇA,4103008,3948
